order_id,customer_id,customer_name,gender,age,state,city,region,loyalty_tier,payment_method,category,subcategory,product_name,manufacturer,sku,quantity,selling_price,unit_cost,warehouse,courier,shipping_mode,delivery_days,rto,rto_reason,discount_percent,revenue,cost,profit,order_date,dispatch_date,delivery_date
ORD-102642,CUST-54804,Sanaya Bhatt,Male,43.0,Delhi,New Delhi,North,Silver,UPI,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,2,2423,1453,Delhi FC,Blue Dart,Standard,5,False,,19,3925,2906,1019,2025-11-17,2025-11-18,2025-11-23
ORD-101102,CUST-51912,Samuel Luthra,Male,55.0,Uttar Pradesh,Noida,North,Silver,UPI,Books,Fiction,1984,Penguin,BK-FC-002,3,381,209,Delhi FC,Blue Dart,Standard,4,False,,7,1062,627,435,2024-02-19,2024-02-20,2024-02-24
ORD-103330,CUST-14863,Aishani Bose,Male,54.0,Gujarat,Ahmedabad,West,Silver,UPI,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,1,82481,59386,Mumbai FC,Ekart,Express,3,False,,10,74232,59386,14846,2025-11-12,2025-11-13,2025-11-16
ORD-104067,CUST-98230,Dayita Bhattacharyya,Female,67.0,Telangana,Hyderabad,South,Silver,UPI,Books,Fiction,1984,Penguin,BK-FC-002,3,395,217,Bengaluru FC,Blue Dart,Standard,4,False,,9,1078,651,427,2025-12-12,2025-12-13,2025-12-17
ORD-101925,CUST-81354,Janaki Zacharia,Female,40.0,Karnataka,Mangaluru,South,Bronze,UPI,Electronics,Smartphones,Samsung Galaxy S25,Samsung,ELE-SP-002,2,71352,51373,Bengaluru FC,Shadowfax,Standard,4,False,,0,142704,102746,39958,2025-09-11,2025-09-12,2025-09-16
ORD-103481,CUST-14445,Alexander Krish,Male,31.0,Telangana,Hyderabad,South,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,1,7336,4401,Bengaluru FC,Delhivery,Standard,7,False,,27,5355,4401,954,2025-12-13,2025-12-14,2025-12-21
ORD-101748,CUST-61040,Arin Muni,Male,52.0,Kerala,Thiruvananthapuram,South,Bronze,UPI,Electronics,Laptops,MacBook Air M4,Apple,ELE-LP-001,3,111182,80051,Bengaluru FC,DTDC,Standard,7,False,,23,256830,240153,16677,2024-02-07,2024-02-08,2024-02-15
ORD-102614,CUST-24479,Shaurya Sarna,Male,53.0,Jharkhand,Ranchi,East,Silver,Debit Card,Fashion,Women,Sneakers,Nike,FAS-WM-003,3,4126,1856,Kolkata FC,Delhivery,Standard,5,False,,32,8417,5568,2849,2024-01-24,2024-01-25,2024-01-30
ORD-101955,CUST-88825,Arya Atwal,Female,62.0,Punjab,Ludhiana,North,Silver,Cash on Delivery,Fashion,Women,Handbag,Lavie,FAS-WM-002,2,2496,1123,Delhi FC,Delhivery,Standard,7,True,Wrong Address,28,3594,2246,1348,2024-12-31,2025-01-01,2025-01-08
ORD-103535,CUST-57392,Faras Tripathi,Female,32.0,Bihar,Patna,East,Gold,Cash on Delivery,Fashion,Men,Cotton T-Shirt,Levi's,FAS-MN-001,3,790,355,Kolkata FC,Ekart,Standard,6,False,,3,2298,1065,1233,2024-04-27,2024-04-28,2024-05-04
ORD-100260,CUST-83693,Zayyan Naik,Female,30.0,Rajasthan,Udaipur,North,Bronze,UPI,Fashion,Men,Cotton T-Shirt,Levi's,FAS-MN-001,4,784,352,Delhi FC,Delhivery,Standard,4,False,,15,2665,1408,1257,2024-01-10,2024-01-11,2024-01-15
ORD-104565,CUST-09407,Jagvi Sankaran,Male,67.0,Gujarat,Surat,West,Silver,Debit Card,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,3,865,519,Mumbai FC,Delhivery,Standard,4,False,,35,1686,1557,129,2025-03-19,2025-03-20,2025-03-24
ORD-103235,CUST-01187,Harshil Muni,Female,25.0,West Bengal,Siliguri,East,Silver,Cash on Delivery,Fashion,Men,Cotton T-Shirt,Levi's,FAS-MN-001,1,795,357,Kolkata FC,XpressBees,Express,4,False,,30,556,357,199,2025-11-03,2025-11-04,2025-11-08
ORD-105648,CUST-32188,Jeremiah Chaudhry,Male,46.0,Delhi,New Delhi,North,Bronze,Debit Card,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,1,1234,678,Delhi FC,DTDC,Express,2,False,,7,1147,678,469,2025-05-06,2025-05-07,2025-05-09
ORD-104219,CUST-86060,Yashoda Ray,Female,38.0,Goa,Panaji,West,Gold,Credit Card,Fashion,Men,Cotton T-Shirt,Levi's,FAS-MN-001,2,812,365,Mumbai FC,Delhivery,Express,2,False,,31,1120,730,390,2024-09-02,2024-09-03,2024-09-05
ORD-105084,CUST-01587,Atharv Basu,Female,53.0,Maharashtra,Nagpur,West,Bronze,UPI,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,2,76748,55258,Mumbai FC,Ekart,Standard,4,False,,16,128936,110516,18420,2024-02-04,2024-02-05,2024-02-09
ORD-103146,CUST-39325,Janaki Sani,Female,57.0,Bihar,Gaya,East,Silver,UPI,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,1,1215,668,Kolkata FC,Ekart,Express,3,False,,6,1142,668,474,2024-10-01,2024-10-02,2024-10-05
ORD-101095,CUST-93996,Jatin Balasubramanian,Female,33.0,Karnataka,Bengaluru,South,Gold,Credit Card,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,4,512,281,Bengaluru FC,Delhivery,Standard,5,False,,35,1331,1124,207,2024-11-24,2024-11-25,2024-11-30
ORD-103547,CUST-03780,Tanveer Radhakrishnan,Female,29.0,Bihar,Patna,East,Bronze,Credit Card,Fashion,Women,Handbag,Lavie,FAS-WM-002,3,2558,1151,Kolkata FC,Blue Dart,Express,4,False,,19,6215,3453,2762,2025-10-09,2025-10-10,2025-10-14
ORD-104916,CUST-88068,Simon Ganesh,Female,27.0,Kerala,Thiruvananthapuram,South,Silver,Credit Card,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2529,1517,Bengaluru FC,Blue Dart,Standard,5,False,,27,1846,1517,329,2025-10-19,2025-10-20,2025-10-25
ORD-104311,CUST-90633,Gautami Sarna,Male,51.0,Odisha,Cuttack,East,Silver,UPI,Fashion,Women,Handbag,Lavie,FAS-WM-002,2,2573,1157,Kolkata FC,Ekart,Express,4,False,,22,4013,2314,1699,2024-11-08,2024-11-09,2024-11-13
ORD-103125,CUST-53655,Vinaya Baral,Male,47.0,Bihar,Gaya,East,Silver,Credit Card,Books,Fiction,1984,Penguin,BK-FC-002,1,394,216,Kolkata FC,XpressBees,Same Day,1,False,,22,307,216,91,2024-12-04,2024-12-05,2024-12-06
ORD-100821,CUST-94194,Tanvi Comar,Female,45.0,Telangana,Hyderabad,South,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2465,1479,Bengaluru FC,Blue Dart,Standard,4,True,Duplicate Order,16,2070,1479,591,2025-02-02,2025-02-03,2025-02-07
ORD-103702,CUST-73616,Upma Bhavsar,Female,48.0,Punjab,Amritsar,North,Bronze,UPI,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,1,872,523,Delhi FC,Ekart,Standard,6,False,,4,837,523,314,2024-07-26,2024-07-27,2024-08-02
ORD-102622,CUST-10205,Mahika Raj,Male,31.0,Bihar,Gaya,East,Bronze,Net Banking,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,4,348,191,Kolkata FC,Ekart,Express,2,False,,26,1030,764,266,2025-10-02,2025-10-03,2025-10-05
ORD-102718,CUST-94566,Pooja Sibal,Female,65.0,Rajasthan,Jodhpur,North,Silver,UPI,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,1,880,528,Delhi FC,Delhivery,Express,2,False,,28,633,528,105,2025-01-04,2025-01-05,2025-01-07
ORD-100614,CUST-86825,Hiral Sathe,Female,25.0,Telangana,Hyderabad,South,Bronze,Cash on Delivery,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,2,74996,53997,Bengaluru FC,Delhivery,Express,3,False,,15,127493,107994,19499,2024-01-30,2024-01-31,2024-02-03
ORD-103282,CUST-47897,Odika Sekhon,Male,28.0,Kerala,Kochi,South,Silver,UPI,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,3,929,557,Bengaluru FC,Shadowfax,Standard,4,False,,2,2731,1671,1060,2024-02-28,2024-02-29,2024-03-04
ORD-104243,CUST-15479,Hemani Chatterjee,Male,26.0,Telangana,Warangal,South,Bronze,UPI,Electronics,Laptops,Dell Inspiron 15,Dell,ELE-LP-002,3,62933,45311,Bengaluru FC,Blue Dart,Express,4,False,,29,134047,135933,-1886,2024-08-10,2024-08-11,2024-08-15
ORD-104993,CUST-56691,,Female,59.0,West Bengal,Durgapur,East,Bronze,UPI,Fashion,Women,Sneakers,Nike,FAS-WM-003,4,4493,2021,Kolkata FC,XpressBees,Standard,8,False,,19,14557,8084,6473,2025-04-13,2025-04-14,2025-04-22
ORD-105602,CUST-08215,Harsh Raju,Female,29.0,Haryana,Panipat,North,Silver,Debit Card,Fashion,Women,Handbag,Lavie,FAS-WM-002,2,2543,1144,Delhi FC,DTDC,Standard,7,False,,24,3865,2288,1577,2024-06-14,2024-06-15,2024-06-22
ORD-103139,CUST-55580,Ryan Ratti,Female,41.0,Bihar,Gaya,East,Gold,Cash on Delivery,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3582,1611,Kolkata FC,Blue Dart,Standard,6,False,,3,10423,4833,5590,2024-08-05,2024-08-06,2024-08-12
ORD-105868,CUST-24421,Chatura Goel,Female,22.0,Karnataka,Udupi,South,Bronze,UPI,Fashion,Women,Handbag,Lavie,FAS-WM-002,3,2397,1078,Bengaluru FC,DTDC,Standard,5,False,,6,6759,3234,3525,2025-11-27,2025-11-28,2025-12-03
ORD-103532,CUST-67494,Darsh Lad,Male,50.0,West Bengal,Siliguri,East,Silver,UPI,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,4,345,189,Kolkata FC,Ekart,Standard,4,False,,15,1173,756,417,2025-05-28,2025-05-29,2025-06-02
ORD-104789,CUST-95961,Yoshita Bansal,Male,55.0,Jharkhand,Jamshedpur,East,Gold,UPI,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,3,3870,2322,Kolkata FC,Blue Dart,Express,3,False,,32,7894,6966,928,2024-02-21,2024-02-22,2024-02-25
ORD-100942,CUST-74510,Jyoti Tak,Male,57.0,Kerala,Kozhikode,South,Bronze,UPI,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,2,2380,1428,Bengaluru FC,Delhivery,Standard,8,False,,6,4474,2856,1618,2024-04-01,2024-04-02,2024-04-10
ORD-101013,CUST-15642,Nakul Sarkar,Male,34.0,Goa,Panaji,West,Bronze,Cash on Delivery,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,4,6923,4153,Mumbai FC,Delhivery,Standard,5,False,,26,20492,16612,3880,2025-10-13,2025-10-14,2025-10-19
ORD-100191,CUST-29132,Idika Walia,Female,32.0,Telangana,Hyderabad,South,Silver,UPI,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,3,1493,895,Bengaluru FC,,Standard,8,False,,4,4299,2685,1614,2025-04-28,2025-04-29,2025-05-07
ORD-100553,CUST-41959,Alka Kade,Male,30.0,Bihar,Gaya,East,Bronze,Credit Card,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,1,70254,50582,Kolkata FC,Delhivery,Standard,7,False,,1,69551,50582,18969,2024-10-18,2024-10-19,2024-10-26
ORD-103906,CUST-55320,Gavin Prabhakar,Male,66.0,Odisha,Cuttack,East,Bronze,Credit Card,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,4,4080,2448,Kolkata FC,Delhivery,Express,3,False,,9,14851,9792,5059,2025-08-15,2025-08-16,2025-08-19
ORD-101431,CUST-34633,Yadavi Palan,Male,42.0,Karnataka,Bengaluru,South,Silver,Debit Card,Electronics,Smartphones,Google Pixel 10,Google,ELE-SP-004,2,67397,48525,Bengaluru FC,Blue Dart,Standard,8,False,,5,128054,97050,31004,2025-12-03,2025-12-04,2025-12-12
ORD-102249,CUST-95919,Irya Bath,Female,40.0,Haryana,Faridabad,North,Bronze,UPI,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,4,2480,1488,Delhi FC,Delhivery,Standard,4,False,,33,6646,5952,694,2024-02-10,2024-02-11,2024-02-15
ORD-101810,CUST-31026,Upkaar Grewal,Male,41.0,Telangana,Warangal,South,Gold,Credit Card,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,2,1230,676,Bengaluru FC,Shadowfax,Standard,6,False,,22,1918,1352,566,2024-04-10,2024-04-11,2024-04-17
ORD-104150,CUST-09966,Pooja Ganguly,Male,20.0,Karnataka,Mangaluru,South,Silver,Net Banking,Electronics,Accessories,USB-C Hub,Anker,ELE-AC-003,1,2470,1778,Bengaluru FC,DTDC,Express,4,False,,21,1951,1778,173,2025-02-09,2025-02-10,2025-02-14
ORD-104798,CUST-19209,Aadhya Kade,Female,37.0,Jharkhand,Ranchi,East,Silver,Credit Card,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,3,1089,598,Kolkata FC,XpressBees,Standard,4,False,,8,18967,1794,1211,2025-06-15,2025-06-16,2025-06-20
ORD-103634,CUST-19524,Nilima Bhat,Male,66.0,Goa,Panaji,West,Silver,Credit Card,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,2,4043,2425,Mumbai FC,Blue Dart,Standard,6,False,,17,6711,4850,1861,2024-12-23,2024-12-24,2024-12-30
ORD-101879,CUST-23678,Ekaraj Zachariah,Male,40.0,Maharashtra,Nagpur,West,Gold,Credit Card,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3526,1586,Mumbai FC,Delhivery,Standard,7,False,,11,9414,4758,4656,2025-11-21,2025-11-22,2025-11-29
ORD-100561,CUST-52027,Hemani Rastogi,Female,50.0,Haryana,Gurugram,North,Bronze,UPI,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,4,4091,2454,Delhi FC,Blue Dart,Standard,7,False,,17,13582,9816,3766,2025-06-26,2025-06-27,2025-07-04
ORD-104840,CUST-70633,Bhavani Devi,Female,69.0,Tamil Nadu,Coimbatore,South,Gold,Net Banking,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3552,1598,Bengaluru FC,Delhivery,Standard,6,False,,22,8311,4794,3517,2025-11-15,2025-11-16,2025-11-22
ORD-101026,CUST-88698,Aarav Bava,Male,62.0,Punjab,Jalandhar,North,Silver,Debit Card,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,4,1989,895,Delhi FC,Blue Dart,Standard,6,False,,12,7001,3580,3421,2025-11-24,2025-11-25,2025-12-01
ORD-105282,CUST-65086,Neha Dani,Male,40.0,West Bengal,Siliguri,East,Platinum,UPI,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,2,82641,59501,Kolkata FC,Ekart,Express,4,False,,31,114044,119002,-4958,2024-01-29,2024-01-30,2024-02-03
ORD-103305,CUST-50407,Frado Pandya,Male,20.0,Delhi,New Delhi,North,Silver,UPI,Electronics,Laptops,HP Pavilion 14,HP,ELE-LP-003,1,61793,44490,Delhi FC,Blue Dart,Standard,7,False,,21,48816,44490,4326,2025-11-05,2025-11-06,2025-11-13
ORD-105839,CUST-78223,Fitan Kala,Male,31.0,Kerala,Kozhikode,South,Bronze,Net Banking,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,2,501,275,Bengaluru FC,Blue Dart,Standard,5,False,,3,971,550,421,2024-01-10,2024-01-11,2024-01-16
ORD-101730,CUST-85531,Noah Ramachandran,Female,36.0,Odisha,Bhubaneswar,East,Bronze,Debit Card,Home & Kitchen,Home Decor,Indoor Plant,Ugaoo,HM-HD-003,2,574,344,Kolkata FC,Ekart,Express,2,False,,10,1033,688,345,2025-03-21,2025-03-22,2025-03-24
ORD-104031,CUST-72575,Ekalinga Borra,Female,27.0,Uttar Pradesh,Varanasi,North,Silver,Debit Card,Books,Fiction,The Alchemist,HarperOne,BK-FC-003,1,338,185,Delhi FC,DTDC,Standard,6,False,,20,270,185,85,2025-06-12,2025-06-13,2025-06-19
ORD-100135,CUST-45216,Charvi Ravi,Male,,Jharkhand,,East,Bronze,UPI,Electronics,Smartphones,Samsung Galaxy S25,Samsung,ELE-SP-002,3,73588,52983,Kolkata FC,Ekart,Standard,7,False,,6,207518,158949,48569,2025-03-24,2025-03-25,2025-04-01
ORD-101353,CUST-11344,Aarna Gole,Female,48.0,Punjab,Jalandhar,North,Silver,UPI,Electronics,Accessories,Wireless Mouse,Logitech,ELE-AC-001,2,1251,900,Delhi FC,Delhivery,Standard,7,False,,28,1801,1800,1,2024-01-25,2024-01-26,2024-02-02
ORD-100157,CUST-97096,Faras Mangal,Male,20.0,Delhi,New Delhi,North,Gold,UPI,Electronics,Laptops,HP Pavilion 14,HP,ELE-LP-003,4,61478,44264,Delhi FC,Delhivery,Same Day,0,False,,26,181974,177056,4918,2024-08-17,2024-08-18,2024-08-18
ORD-101343,CUST-52229,Faraj Varkey,Male,58.0,Gujarat,Vadodara,West,Silver,UPI,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,4,1552,931,Mumbai FC,Delhivery,Express,2,False,,11,5525,3724,1801,2024-09-03,2024-09-04,2024-09-06
ORD-105277,CUST-25184,Vincent Zacharia,Female,30.0,Haryana,Faridabad,North,Bronze,UPI,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,3,7111,4266,Delhi FC,Ekart,Standard,8,False,,7,19839,12798,7041,2024-05-16,2024-05-17,2024-05-25
ORD-105738,CUST-50112,Warinder Khanna,Male,48.0,Punjab,Amritsar,North,Bronze,Credit Card,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,4,76785,55285,Delhi FC,Blue Dart,Standard,4,False,,23,236497,221140,15357,2025-10-16,2025-10-17,2025-10-21
ORD-104397,CUST-03082,Warjas Chahal,Male,49.0,Gujarat,Vadodara,West,Bronze,Credit Card,Fashion,Men,Running Shoes,Puma,FAS-MN-003,4,3557,1600,Mumbai FC,Blue Dart,Same Day,1,False,,34,9390,6400,2990,2025-04-09,2025-04-10,2025-04-11
ORD-100170,CUST-73808,Lopa Nayar,Male,69.0,Andhra Pradesh,Visakhapatnam,South,Gold,Credit Card,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2396,1437,Bengaluru FC,Blue Dart,Standard,8,False,,21,1892,1437,455,2025-09-20,2025-09-21,2025-09-29
ORD-102306,CUST-49747,Yashvi Sandal,Female,50.0,Uttar Pradesh,Varanasi,North,Bronze,UPI,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,1,1125,618,Delhi FC,Blue Dart,Standard,8,False,,27,821,618,203,2024-07-26,2024-07-27,2024-08-04
ORD-105721,CUST-66288,Arya Kumar,Male,68.0,Tamil Nadu,Ooty,South,Bronze,UPI,Electronics,Smartphones,Samsung Galaxy S25,Samsung,ELE-SP-002,2,73432,52871,Bengaluru FC,Shadowfax,Express,3,False,,10,132177,105742,26435,2025-06-24,2025-06-25,2025-06-28
ORD-104281,CUST-46095,Chaitanya Dugal,Male,20.0,Andhra Pradesh,Visakhapatnam,South,Bronze,Debit Card,Electronics,Accessories,Noise Cancelling Headphones,Sony,ELE-AC-004,3,13447,9681,Bengaluru FC,Blue Dart,Same Day,1,False,,3,39130,29043,10087,2025-05-06,2025-05-07,2025-05-08
ORD-100149,CUST-90969,Zarna Shetty,Male,48.0,Delhi,New Delhi,North,Bronze,UPI,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,3,57094,41107,Delhi FC,Delhivery,Express,2,False,,9,155866,123321,32545,2024-03-11,2024-03-12,2024-03-14
ORD-104891,CUST-18748,Bhavna D’Alia,Male,24.0,Goa,Panaji,West,Silver,UPI,Home & Kitchen,Kitchen,Mixer Grinder,Prestige,HM-KT-001,2,4136,2481,Mumbai FC,Blue Dart,Express,4,False,,22,6452,4962,1490,2024-01-19,2024-01-20,2024-01-24
ORD-102611,CUST-13256,Zaitra Sidhu,Male,60.0,Rajasthan,Udaipur,North,Platinum,Debit Card,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,1,909,499,Delhi FC,DTDC,Standard,5,False,,6,854,499,355,2025-05-23,2025-05-24,2025-05-29
ORD-103787,CUST-51398,Harish Grover,Female,32.0,Tamil Nadu,Coimbatore,South,Bronze,Credit Card,Electronics,Laptops,Lenovo ThinkPad E16,Lenovo,ELE-LP-004,1,73629,53012,Bengaluru FC,Blue Dart,Same Day,0,False,,16,61848,53012,8836,2024-10-19,2024-10-20,2024-10-20
ORD-104671,CUST-90776,Ranveer Pathak,Female,62.0,Telangana,,South,Silver,UPI,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,1,929,557,Bengaluru FC,DTDC,Express,4,False,,20,743,557,186,2025-08-16,2025-08-17,2025-08-21
ORD-102676,CUST-19272,Krishna Jaggi,Female,27.0,Jharkhand,Jamshedpur,East,Silver,Cash on Delivery,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,3,475,261,Kolkata FC,Blue Dart,Standard,7,False,,29,1011,783,228,2024-01-21,2024-01-22,2024-01-29
ORD-102783,CUST-88392,Vaishnavi Varma,Female,30.0,Rajasthan,Jaipur,North,Silver,Credit Card,Fashion,Women,Sneakers,Nike,FAS-WM-003,4,4105,1847,Delhi FC,Delhivery,Standard,5,True,Damaged Package,31,11329,7388,3941,2024-04-18,2024-04-19,2024-04-24
ORD-104214,CUST-91084,Irya Bhattacharyya,Female,28.0,Haryana,Panipat,North,Bronze,Credit Card,Home & Kitchen,Kitchen,Pressure Cooker,Hawkins,HM-KT-002,1,2376,1425,Delhi FC,Delhivery,Standard,8,False,,25,1782,1425,357,2024-05-09,2024-05-10,2024-05-18
ORD-105517,CUST-84580,Jeevika Sem,Female,41.0,Rajasthan,Jaipur,North,Bronze,UPI,Fashion,Women,Sneakers,Nike,FAS-WM-003,2,4369,1966,Delhi FC,Delhivery,Standard,5,False,,23,6728,3932,2796,2025-12-25,2025-12-26,2025-12-31
ORD-103872,CUST-47353,Timothy Kar,Male,66.0,Tamil Nadu,Chennai,South,Platinum,Net Banking,Home & Kitchen,Home Decor,Wall Clock,Ajanta,HM-HD-001,3,929,557,Bengaluru FC,DTDC,Standard,7,False,,16,2341,1671,670,2025-04-19,2025-04-20,2025-04-27
ORD-102801,CUST-27002,Dhruv Oza,Female,52.0,Kerala,Thiruvananthapuram,South,Bronze,UPI,Books,Fiction,1984,Penguin,BK-FC-002,4,385,211,Bengaluru FC,Shadowfax,Same Day,0,False,,20,1232,844,388,2025-02-17,2025-02-18,2025-02-18
ORD-104287,CUST-33886,Advaith Rana,Female,55.0,Odisha,Bhubaneswar,East,Gold,Debit Card,Fashion,Men,Slim Fit Jeans,Wrangler,FAS-MN-002,3,2003,901,Kolkata FC,Delhivery,Standard,6,False,,22,4687,2703,1984,2024-10-12,2024-10-13,2024-10-19
ORD-101595,CUST-77584,Meera Divan,Female,46.0,Andhra Pradesh,Vijayawada,South,Bronze,UPI,Home & Kitchen,Home Decor,Indoor Plant,Ugaoo,HM-HD-003,3,591,354,Bengaluru FC,Blue Dart,Standard,4,False,,1,1755,1062,693,2024-08-04,2024-08-05,2024-08-09
ORD-101728,CUST-85850,Dominic Dixit,Male,34.0,Kerala,Kochi,South,Gold,UPI,Books,Programming,Hands-On Machine Learning,O'Reilly,BK-PR-002,2,1065,585,Bengaluru FC,Shadowfax,Standard,4,False,,34,1405,1170,235,2025-06-10,2025-06-11,2025-06-15
ORD-104131,CUST-10664,Vamakshi Sidhu,Male,38.0,Rajasthan,Jaipur,North,Bronze,UPI,Electronics,Smartphones,Google Pixel 10,Google,ELE-SP-004,1,70047,50433,Delhi FC,DTDC,Express,4,False,,9,63742,50433,13309,2024-06-06,2024-06-07,2024-06-11
ORD-105020,CUST-81112,Jai Mand,Male,21.0,Rajasthan,Udaipur,North,Gold,Debit Card,Electronics,Laptops,Dell Inspiron 15,Dell,ELE-LP-002,3,62042,44670,Delhi FC,Delhivery,Express,2,False,,18,152623,134010,18613,2024-05-23,2024-05-24,2024-05-26
ORD-101260,CUST-80526,Charan Mitra,Female,28.0,Maharashtra,Nagpur,West,Silver,Debit Card,Fashion,Women,Kurti,Biba,FAS-WM-001,1,1520,684,Mumbai FC,Shadowfax,Standard,4,False,,31,1048,684,364,2024-10-03,2024-10-04,2024-10-08
ORD-101576,CUST-31714,Tristan Kala,Male,61.0,Gujarat,Surat,West,Bronze,UPI,Books,Programming,Designing Data-Intensive Applications,O'Reilly,BK-PR-003,2,1239,681,Mumbai FC,Delhivery,Standard,7,False,,0,2478,1362,1116,2024-12-15,2024-12-16,2024-12-23
ORD-101489,CUST-28188,Chandani Andra,Male,70.0,Bihar,Gaya,East,Silver,Debit Card,Fashion,Women,Handbag,Lavie,FAS-WM-002,1,2575,1158,Kolkata FC,Delhivery,Standard,8,False,,33,1725,1158,567,2025-02-27,2025-02-28,2025-03-08
ORD-101641,CUST-73068,Lakshit More,Female,33.0,Kerala,Thiruvananthapuram,South,Silver,Cash on Delivery,Home & Kitchen,Home Decor,Table Lamp,Wipro,HM-HD-002,3,1511,906,Bengaluru FC,Blue Dart,Same Day,0,False,,27,3309,2718,591,2024-01-07,2024-01-08,2024-01-08
ORD-104672,CUST-56886,,Male,37.0,Rajasthan,Jodhpur,North,Silver,UPI,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3673,1652,Delhi FC,Delhivery,Express,4,False,,3,10688,4956,5732,2025-09-21,2025-09-22,2025-09-26
ORD-104963,CUST-05705,Aadhya Tank,Male,21.0,Uttar Pradesh,Lucknow,North,Silver,UPI,Books,Programming,Python Crash Course,No Starch Press,BK-PR-001,3,877,482,Delhi FC,Delhivery,Express,3,False,,19,2131,1446,685,2024-08-03,2024-08-04,2024-08-07
ORD-100884,CUST-87519,Leela Chakraborty,Female,56.0,West Bengal,Kolkata,East,Bronze,Net Banking,Electronics,Smartphones,Apple iPhone 16,Apple,ELE-SP-001,4,80030,57621,Kolkata FC,Delhivery,Express,4,False,,1,316918,230484,86434,2024-02-19,2024-02-20,2024-02-24
ORD-104135,CUST-63346,Nirja Dey,Female,61.0,Odisha,Bhubaneswar,East,Bronze,UPI,Fashion,Men,Running Shoes,Puma,FAS-MN-003,3,3339,1502,Kolkata FC,Delhivery,Standard,5,False,,35,6511,4506,2005,2025-08-10,2025-08-11,2025-08-16
ORD-103264,CUST-84539,Geetika Babu,Male,37.0,Goa,Margao,West,Silver,UPI,Books,Fiction,The Hobbit,HarperCollins,BK-FC-001,2,478,262,Mumbai FC,Shadowfax,Standard,6,False,,17,793,524,269,2024-11-13,2024-11-14,2024-11-20
ORD-102279,CUST-44747,Finn Sharma,Male,35.0,Rajasthan,Jaipur,North,Gold,UPI,Electronics,Smartphones,OnePlus 13,OnePlus,ELE-SP-003,3,52538,37827,Delhi FC,Ekart,Express,2,False,,20,126091,113481,12610,2025-09-17,2025-09-18,2025-09-20
ORD-102916,CUST-20832,Tanay Agate,Female,38.0,Jharkhand,Ranchi,East,Bronze,UPI,Home & Kitchen,Kitchen,Air Fryer,Philips,HM-KT-003,4,6869,4121,Kolkata FC,Delhivery,Standard,6,False,,7,25552,16484,9068,2024-03-26,2024-03-27,2024-04-02
